image_path,rel_path,split,identity,label,spoof_type,illumination,environment
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1990\spoof\387546.jpg,Data/train/1990/spoof/387546.jpg,train,1990,1,2,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1452\spoof\072915.jpg,Data/train/1452/spoof/072915.jpg,train,1452,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2690\spoof\086275.jpg,Data/train/2690/spoof/086275.jpg,train,2690,1,3,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3492\spoof\361037.jpg,Data/train/3492/spoof/361037.jpg,train,3492,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\302\live\091416.jpg,Data/train/302/live/091416.jpg,train,302,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6628\spoof\411250.jpg,Data/train/6628/spoof/411250.jpg,train,6628,1,7,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9907\live\455572.jpg,Data/train/9907/live/455572.jpg,train,9907,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1522\live\073825.jpg,Data/train/1522/live/073825.jpg,train,1522,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9294\spoof\458987.jpg,Data/train/9294/spoof/458987.jpg,train,9294,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4008\live\243324.jpg,Data/train/4008/live/243324.jpg,train,4008,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5474\live\400087.jpg,Data/train/5474/live/400087.jpg,train,5474,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3441\spoof\299251.jpg,Data/train/3441/spoof/299251.jpg,train,3441,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\950\live\459279.jpg,Data/train/950/live/459279.jpg,train,950,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4642\spoof\321939.jpg,Data/train/4642/spoof/321939.jpg,train,4642,1,5,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9863\spoof\334911.jpg,Data/train/9863/spoof/334911.jpg,train,9863,1,10,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6686\live\133836.jpg,Data/train/6686/live/133836.jpg,train,6686,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7309\live\102912.jpg,Data/train/7309/live/102912.jpg,train,7309,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8318\live\062429.jpg,Data/train/8318/live/062429.jpg,train,8318,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5671\spoof\028544.jpg,Data/train/5671/spoof/028544.jpg,train,5671,1,6,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5569\spoof\192265.jpg,Data/train/5569/spoof/192265.jpg,train,5569,1,6,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\45\live\016148.jpg,Data/train/45/live/016148.jpg,train,45,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2821\spoof\329820.jpg,Data/train/2821/spoof/329820.jpg,train,2821,1,3,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2035\spoof\420475.jpg,Data/train/2035/spoof/420475.jpg,train,2035,1,2,4,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6727\live\127785.jpg,Data/train/6727/live/127785.jpg,train,6727,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4035\spoof\200517.jpg,Data/train/4035/spoof/200517.jpg,train,4035,1,4,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3139\live\288820.jpg,Data/train/3139/live/288820.jpg,train,3139,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3427\spoof\016817.jpg,Data/train/3427/spoof/016817.jpg,train,3427,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4853\spoof\415050.jpg,Data/train/4853/spoof/415050.jpg,train,4853,1,5,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6856\spoof\412122.jpg,Data/train/6856/spoof/412122.jpg,train,6856,1,7,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6159\spoof\428168.jpg,Data/train/6159/spoof/428168.jpg,train,6159,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3545\spoof\255359.jpg,Data/train/3545/spoof/255359.jpg,train,3545,1,4,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6739\spoof\145731.jpg,Data/train/6739/spoof/145731.jpg,train,6739,1,7,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9620\spoof\174865.jpg,Data/train/9620/spoof/174865.jpg,train,9620,1,10,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2666\spoof\206897.jpg,Data/train/2666/spoof/206897.jpg,train,2666,1,3,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2602\live\191753.jpg,Data/train/2602/live/191753.jpg,train,2602,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5911\spoof\227444.jpg,Data/train/5911/spoof/227444.jpg,train,5911,1,6,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2612\live\130796.jpg,Data/train/2612/live/130796.jpg,train,2612,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\130\live\155436.jpg,Data/train/130/live/155436.jpg,train,130,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2667\spoof\188257.jpg,Data/train/2667/spoof/188257.jpg,train,2667,1,3,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8643\live\032507.jpg,Data/train/8643/live/032507.jpg,train,8643,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9778\spoof\088999.jpg,Data/train/9778/spoof/088999.jpg,train,9778,1,10,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2295\live\127296.jpg,Data/train/2295/live/127296.jpg,train,2295,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2389\live\439971.jpg,Data/train/2389/live/439971.jpg,train,2389,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2887\live\123442.jpg,Data/train/2887/live/123442.jpg,train,2887,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\454\spoof\483082.jpg,Data/train/454/spoof/483082.jpg,train,454,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5038\spoof\486737.jpg,Data/train/5038/spoof/486737.jpg,train,5038,1,5,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8898\live\041471.jpg,Data/train/8898/live/041471.jpg,train,8898,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\269\spoof\430350.jpg,Data/train/269/spoof/430350.jpg,train,269,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\35\spoof\103681.jpg,Data/train/35/spoof/103681.jpg,train,35,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9811\spoof\278082.jpg,Data/train/9811/spoof/278082.jpg,train,9811,1,10,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\660\live\125482.jpg,Data/train/660/live/125482.jpg,train,660,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1422\spoof\099307.jpg,Data/train/1422/spoof/099307.jpg,train,1422,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7377\spoof\026636.jpg,Data/train/7377/spoof/026636.jpg,train,7377,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3968\live\129376.jpg,Data/train/3968/live/129376.jpg,train,3968,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2703\spoof\305900.jpg,Data/train/2703/spoof/305900.jpg,train,2703,1,3,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3984\spoof\249290.jpg,Data/train/3984/spoof/249290.jpg,train,3984,1,4,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3887\live\339243.jpg,Data/train/3887/live/339243.jpg,train,3887,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8816\live\008337.jpg,Data/train/8816/live/008337.jpg,train,8816,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7527\live\107562.jpg,Data/train/7527/live/107562.jpg,train,7527,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\339\spoof\114454.jpg,Data/train/339/spoof/114454.jpg,train,339,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3856\live\215434.jpg,Data/train/3856/live/215434.jpg,train,3856,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2070\spoof\017711.jpg,Data/train/2070/spoof/017711.jpg,train,2070,1,3,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8190\spoof\070633.jpg,Data/train/8190/spoof/070633.jpg,train,8190,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1404\spoof\199786.jpg,Data/train/1404/spoof/199786.jpg,train,1404,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\115\live\299229.jpg,Data/train/115/live/299229.jpg,train,115,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8408\spoof\297129.jpg,Data/train/8408/spoof/297129.jpg,train,8408,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5700\spoof\445372.jpg,Data/train/5700/spoof/445372.jpg,train,5700,1,6,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4217\spoof\353690.jpg,Data/train/4217/spoof/353690.jpg,train,4217,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\583\live\185662.jpg,Data/train/583/live/185662.jpg,train,583,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1272\live\098476.jpg,Data/train/1272/live/098476.jpg,train,1272,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3300\spoof\146727.jpg,Data/train/3300/spoof/146727.jpg,train,3300,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\322\live\304740.jpg,Data/train/322/live/304740.jpg,train,322,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2035\spoof\175736.jpg,Data/train/2035/spoof/175736.jpg,train,2035,1,2,4,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\82\live\345853.jpg,Data/train/82/live/345853.jpg,train,82,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5909\spoof\267736.jpg,Data/train/5909/spoof/267736.jpg,train,5909,1,6,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9810\spoof\259006.jpg,Data/train/9810/spoof/259006.jpg,train,9810,1,10,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2977\live\411872.jpg,Data/train/2977/live/411872.jpg,train,2977,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2859\live\313732.jpg,Data/train/2859/live/313732.jpg,train,2859,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\654\spoof\144115.jpg,Data/train/654/spoof/144115.jpg,train,654,1,1,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3188\live\220410.jpg,Data/train/3188/live/220410.jpg,train,3188,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5517\spoof\221816.jpg,Data/train/5517/spoof/221816.jpg,train,5517,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7148\spoof\133013.jpg,Data/train/7148/spoof/133013.jpg,train,7148,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1575\spoof\370200.jpg,Data/train/1575/spoof/370200.jpg,train,1575,1,2,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8966\live\362379.jpg,Data/train/8966/live/362379.jpg,train,8966,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3893\live\350548.jpg,Data/train/3893/live/350548.jpg,train,3893,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6642\live\095016.jpg,Data/train/6642/live/095016.jpg,train,6642,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2146\spoof\233564.jpg,Data/train/2146/spoof/233564.jpg,train,2146,1,3,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3709\spoof\478531.jpg,Data/train/3709/spoof/478531.jpg,train,3709,1,4,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4498\live\202366.jpg,Data/train/4498/live/202366.jpg,train,4498,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3860\spoof\452121.jpg,Data/train/3860/spoof/452121.jpg,train,3860,1,4,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4549\live\080430.jpg,Data/train/4549/live/080430.jpg,train,4549,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1262\live\401224.jpg,Data/train/1262/live/401224.jpg,train,1262,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6325\spoof\225812.jpg,Data/train/6325/spoof/225812.jpg,train,6325,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4339\spoof\348368.jpg,Data/train/4339/spoof/348368.jpg,train,4339,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5341\live\179403.jpg,Data/train/5341/live/179403.jpg,train,5341,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6340\spoof\423159.jpg,Data/train/6340/spoof/423159.jpg,train,6340,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2741\spoof\388790.jpg,Data/train/2741/spoof/388790.jpg,train,2741,1,3,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8836\live\423784.jpg,Data/train/8836/live/423784.jpg,train,8836,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8849\live\223294.jpg,Data/train/8849/live/223294.jpg,train,8849,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5533\spoof\235422.jpg,Data/train/5533/spoof/235422.jpg,train,5533,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\815\live\154013.jpg,Data/train/815/live/154013.jpg,train,815,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4439\spoof\371430.jpg,Data/train/4439/spoof/371430.jpg,train,4439,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\324\live\185718.jpg,Data/train/324/live/185718.jpg,train,324,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1374\spoof\409952.jpg,Data/train/1374/spoof/409952.jpg,train,1374,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7181\live\300416.jpg,Data/train/7181/live/300416.jpg,train,7181,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4746\spoof\365618.jpg,Data/train/4746/spoof/365618.jpg,train,4746,1,5,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1223\spoof\493345.jpg,Data/train/1223/spoof/493345.jpg,train,1223,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3316\live\056667.jpg,Data/train/3316/live/056667.jpg,train,3316,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2661\live\100195.jpg,Data/train/2661/live/100195.jpg,train,2661,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9636\live\411379.jpg,Data/train/9636/live/411379.jpg,train,9636,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4567\spoof\371802.jpg,Data/train/4567/spoof/371802.jpg,train,4567,1,5,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7048\live\196868.jpg,Data/train/7048/live/196868.jpg,train,7048,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7350\live\065132.jpg,Data/train/7350/live/065132.jpg,train,7350,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2205\spoof\352028.jpg,Data/train/2205/spoof/352028.jpg,train,2205,1,3,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1279\live\025008.jpg,Data/train/1279/live/025008.jpg,train,1279,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6596\live\179086.jpg,Data/train/6596/live/179086.jpg,train,6596,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8346\live\232160.jpg,Data/train/8346/live/232160.jpg,train,8346,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\93\spoof\014029.jpg,Data/train/93/spoof/014029.jpg,train,93,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6069\live\299316.jpg,Data/train/6069/live/299316.jpg,train,6069,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7532\live\005311.jpg,Data/train/7532/live/005311.jpg,train,7532,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4960\spoof\433576.jpg,Data/train/4960/spoof/433576.jpg,train,4960,1,5,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4047\live\375017.jpg,Data/train/4047/live/375017.jpg,train,4047,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3788\spoof\192980.jpg,Data/train/3788/spoof/192980.jpg,train,3788,1,4,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5505\live\055877.jpg,Data/train/5505/live/055877.jpg,train,5505,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7967\live\128237.jpg,Data/train/7967/live/128237.jpg,train,7967,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9619\spoof\083118.jpg,Data/train/9619/spoof/083118.jpg,train,9619,1,10,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3180\spoof\195591.jpg,Data/train/3180/spoof/195591.jpg,train,3180,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1638\spoof\212746.jpg,Data/train/1638/spoof/212746.jpg,train,1638,1,2,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8196\spoof\175356.jpg,Data/train/8196/spoof/175356.jpg,train,8196,1,9,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3739\spoof\351374.jpg,Data/train/3739/spoof/351374.jpg,train,3739,1,4,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2972\spoof\099166.jpg,Data/train/2972/spoof/099166.jpg,train,2972,1,3,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9359\spoof\291688.jpg,Data/train/9359/spoof/291688.jpg,train,9359,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8680\spoof\071513.jpg,Data/train/8680/spoof/071513.jpg,train,8680,1,9,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3654\live\086322.jpg,Data/train/3654/live/086322.jpg,train,3654,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3054\spoof\266787.jpg,Data/train/3054/spoof/266787.jpg,train,3054,1,3,3,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5689\live\465362.jpg,Data/train/5689/live/465362.jpg,train,5689,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8475\spoof\042373.jpg,Data/train/8475/spoof/042373.jpg,train,8475,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9033\live\265625.jpg,Data/train/9033/live/265625.jpg,train,9033,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4866\live\026632.jpg,Data/train/4866/live/026632.jpg,train,4866,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\262\live\294810.jpg,Data/train/262/live/294810.jpg,train,262,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4310\live\008979.jpg,Data/train/4310/live/008979.jpg,train,4310,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6014\live\090457.jpg,Data/train/6014/live/090457.jpg,train,6014,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1510\spoof\237972.jpg,Data/train/1510/spoof/237972.jpg,train,1510,1,2,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1880\live\472765.jpg,Data/train/1880/live/472765.jpg,train,1880,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6694\spoof\049549.jpg,Data/train/6694/spoof/049549.jpg,train,6694,1,7,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6168\spoof\056606.jpg,Data/train/6168/spoof/056606.jpg,train,6168,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7777\spoof\308472.jpg,Data/train/7777/spoof/308472.jpg,train,7777,1,8,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1662\spoof\039740.jpg,Data/train/1662/spoof/039740.jpg,train,1662,1,2,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4871\spoof\428320.jpg,Data/train/4871/spoof/428320.jpg,train,4871,1,5,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9567\spoof\403107.jpg,Data/train/9567/spoof/403107.jpg,train,9567,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5503\spoof\012911.jpg,Data/train/5503/spoof/012911.jpg,train,5503,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5404\spoof\417528.jpg,Data/train/5404/spoof/417528.jpg,train,5404,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\390\live\312104.jpg,Data/train/390/live/312104.jpg,train,390,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\781\spoof\327804.jpg,Data/train/781/spoof/327804.jpg,train,781,1,1,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5248\spoof\124035.jpg,Data/train/5248/spoof/124035.jpg,train,5248,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7298\spoof\146516.jpg,Data/train/7298/spoof/146516.jpg,train,7298,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\20\spoof\069325.jpg,Data/train/20/spoof/069325.jpg,train,20,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9795\spoof\239477.jpg,Data/train/9795/spoof/239477.jpg,train,9795,1,10,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7667\spoof\077478.jpg,Data/train/7667/spoof/077478.jpg,train,7667,1,8,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8647\spoof\235996.jpg,Data/train/8647/spoof/235996.jpg,train,8647,1,9,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1772\spoof\111532.jpg,Data/train/1772/spoof/111532.jpg,train,1772,1,2,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8529\live\384827.jpg,Data/train/8529/live/384827.jpg,train,8529,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5055\spoof\174591.jpg,Data/train/5055/spoof/174591.jpg,train,5055,1,5,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1874\spoof\254110.jpg,Data/train/1874/spoof/254110.jpg,train,1874,1,2,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4937\spoof\289070.jpg,Data/train/4937/spoof/289070.jpg,train,4937,1,5,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\10122\spoof\130100.jpg,Data/train/10122/spoof/130100.jpg,train,10122,1,10,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2117\live\336425.jpg,Data/train/2117/live/336425.jpg,train,2117,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4828\live\347967.jpg,Data/train/4828/live/347967.jpg,train,4828,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8674\spoof\060518.jpg,Data/train/8674/spoof/060518.jpg,train,8674,1,9,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7913\spoof\081722.jpg,Data/train/7913/spoof/081722.jpg,train,7913,1,8,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3751\live\337224.jpg,Data/train/3751/live/337224.jpg,train,3751,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5378\spoof\314025.jpg,Data/train/5378/spoof/314025.jpg,train,5378,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9427\spoof\037168.jpg,Data/train/9427/spoof/037168.jpg,train,9427,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\358\live\472384.jpg,Data/train/358/live/472384.jpg,train,358,0,0,0,0
